order	family	genus	species	binomial	bmass	blength	homerangekm2	homerangeindkm2	popdens.n-km2	gr_area-km2	gr_maxlat-dd
Macroscelidea	Macroscelididae	Rhynchocyon	chrysopygus	Rhynchocyon chrysopygus	535.2	273.44	0.02	0.01	120.9	6122.78	-1.34
Rodentia	Sciuridae	Spermophilus	undulatus	Spermophilus undulatus	742.91	-999	0.02	0.02	292.3	2431243.43	64.77
Rodentia	Sciuridae	Spermophilus	parryii	Spermophilus parryii	747.09	278.92	0.02	0.02	-999	3944909.1	72
Peramelemorphia	Peramelidae	Perameles	gunnii	Perameles gunnii	903.46	323.35	0.02	0.02	351.56	49082.44	-37.12
Primates	Aotidae	Aotus	trivirgatus	Aotus trivirgatus	912.4	357.99	0.02	0.05	24.37	590942.02	9.06
Cingulata	Dasypodidae	Chaetophractus	vellerosus	Chaetophractus vellerosus	930.16	-999	0.02	0.03	-999	2372278.01	-9.69
Primates	Pitheciidae	Callicebus	moloch	Callicebus moloch	958.13	358.65	0.02	0.03	18.43	911442.78	-1.3
Rodentia	Nesomyidae	Hypogeomys	antimena	Hypogeomys antimena	1175.93	306.34	0.02	0.02	63.33	4191.4	-19.68
Peramelemorphia	Peramelidae	Isoodon	macrourus	Isoodon macrourus	1505.77	354.18	0.02	0.02	70	1181088.16	-8.49
Diprotodontia	Phalangeridae	Trichosurus	caninus	Trichosurus caninus	3115.06	-999	0.02	0.03	100	187766.76	-26.52
Diprotodontia	Macropodidae	Thylogale	stigmatica	Thylogale stigmatica	4511.47	565.12	0.02	0.02	313.68	223751.05	-8.6
Rodentia	Myocastoridae	Myocastor	coypus	Myocastor coypus	6361.55	519.44	0.02	0.03	226.26	4147600.45	-15.78
Primates	Cercopithecidae	Trachypithecus	vetulus	Trachypithecus vetulus	7205.08	584.99	0.02	0.04	144.65	52878.45	9.83
Artiodactyla	Bovidae	Tragelaphus	scriptus	Tragelaphus scriptus	43250.39	1247.1	0.02	0.02	1.52	13167565.73	16.11
Afrosoricida	Chrysochloridae	Eremitalpa	granti	Eremitalpa granti	22.04	76.02	0.03	0.03	37.21	66653.99	-22.72
Dasyuromorphia	Dasyuridae	Phascogale	calura	Phascogale calura	43.03	108	0.03	0.04	-999	74127.1	-31.43
Rodentia	Heteromyidae	Dipodomys	microps	Dipodomys microps	56.26	112.47	0.03	0.03	1160.36	392813.73	43.92
Rodentia	Sciuridae	Ammospermophilus	nelsoni	Ammospermophilus nelsoni	160.42	168.38	0.03	0.04	-999	4125.09	36.75
Pilosa	Cyclopedidae	Cyclopes	didactylus	Cyclopes didactylus	263.95	177.18	0.03	0.04	32.4	7292625.62	19.6
Rodentia	Cricetidae	Neotoma	cinerea	Neotoma cinerea	285.89	208.96	0.03	0.04	-999	3606599.01	65.62
Rodentia	Sciuridae	Xerus	rutilus	Xerus rutilus	316.96	221.83	0.03	0.03	798.09	1869962.36	17.94
Erinaceomorpha	Erinaceidae	Hemiechinus	auritus	Hemiechinus auritus	322.04	210	0.03	0.02	-999	8779465.11	54.81
Primates	Cheirogaleidae	Mirza	coquereli	Mirza coquereli	326.5	231.84	0.03	0.04	107.17	58761.86	-13.25
Rodentia	Sciuridae	Spermophilus	variegatus	Spermophilus variegatus	714.58	273.5	0.03	0.03	136.99	2421559.89	41.86
Lagomorpha	Leporidae	Sylvilagus	audubonii	Sylvilagus audubonii	880.88	325.24	0.03	0.03	290	3671590.57	48.42
Lagomorpha	Leporidae	Sylvilagus	palustris	Sylvilagus palustris	1355.23	401.8	0.03	0.02	-999	360038.77	37.2
Primates	Pitheciidae	Callicebus	personatus	Callicebus personatus	1390.8	362.49	0.03	0.05	13.03	172664.46	-16.02
Primates	Lemuridae	Eulemur	macaco	Eulemur macaco	2470.43	397.11	0.03	-999	53.85	8406.83	-13.31
Diprotodontia	Phalangeridae	Trichosurus	vulpecula	Trichosurus vulpecula	2685.39	472.78	0.03	0.03	124	2305316.93	-12.27
Primates	Indriidae	Propithecus	verreauxi	Propithecus verreauxi	3588.26	472.49	0.03	0.05	150	65373.06	-19.68
Rodentia	Sciuridae	Marmota	caudata	Marmota caudata	4350	-999	0.03	-999	-999	499610.43	42.7
Pilosa	Bradypodidae	Bradypus	torquatus	Bradypus torquatus	4468.42	549.99	0.03	0.03	-999	163652.84	-12.48
Artiodactyla	Bovidae	Madoqua	guentheri	Madoqua guentheri	4623.7	612.07	0.03	0.05	14.01	1526489.41	11.23
Primates	Atelidae	Alouatta	guariba	Alouatta guariba	5188.33	514.53	0.03	-999	89.09	825479.22	-12.66
Primates	Cercopithecidae	Trachypithecus	auratus	Trachypithecus auratus	9719.6	-999	0.03	0.05	41.99	136882.26	-5.87
Rodentia	Sciuridae	Ammospermophilus	leucurus	Ammospermophilus leucurus	103.92	151.14	0.04	0.05	14.49	990897.69	44.14
Primates	Galagidae	Galago	moholi	Galago moholi	191.96	-999	0.04	-999	172.04	5183682.21	0.23
Rodentia	Anomaluridae	Anomalurus	derbianus	Anomalurus derbianus	665.84	356.94	0.04	0.04	50.43	7480085.38	9.11
Primates	Pitheciidae	Callicebus	brunneus	Callicebus brunneus	850.84	-999	0.04	0.06	-999	137589.11	-7.82
Lagomorpha	Leporidae	Lepus	americanus	Lepus americanus	1568.42	424.49	0.04	0.05	100	9501181.22	68.59
Lagomorpha	Leporidae	Oryctolagus	cuniculus	Oryctolagus cuniculus	1590.57	400	0.04	0.04	357.9	2293893.27	57.74
Primates	Pitheciidae	Pithecia	pithecia	Pithecia pithecia	1667.19	346.44	0.04	0.07	4.19	1037797.75	8.86
Carnivora	Viverridae	Genetta	tigrina	Genetta tigrina	2066.57	543.37	0.04	0.04	-999	587510.9	-22.12
Cingulata	Dasypodidae	Dasypus	novemcinctus	Dasypus novemcinctus	3949.01	442.79	0.04	0.03	20.37	17080218.63	40.84
Rodentia	Muridae	Pseudomys	chapmani	Pseudomys chapmani	10.95	-999	0.05	0.05	-999	244137.11	-20.69
Rodentia	Sciuridae	Glaucomys	sabrinus	Glaucomys sabrinus	137.53	160.82	0.05	0.04	85.93	7838140.85	69.02
Rodentia	Sciuridae	Pteromys	volans	Pteromys volans	143.09	160.02	0.05	0.04	-999	13883153.56	72.05
Rodentia	Sciuridae	Sciurus	vulgaris	Sciurus vulgaris	333	213.17	0.05	0.05	59.7	17785005.74	72.59
Primates	Cebidae	Saguinus	midas	Saguinus midas	540.56	264.21	0.05	0.09	10.98	1524401.32	8.02
Rodentia	Sciuridae	Sciurus	aberti	Sciurus aberti	622.95	269.29	0.05	0.06	114	357095.32	41.26
Rodentia	Sciuridae	Cynomys	leucurus	Cynomys leucurus	963.76	307.49	0.05	0.05	546.43	269822.59	45.32
Primates	Lemuridae	Eulemur	coronatus	Eulemur coronatus	1699.85	352.27	0.05	-999	101.98	5720.16	-12.3
Primates	Lemuridae	Eulemur	mongoz	Eulemur mongoz	1771.13	354.85	0.05	0.07	346.7	7006.3	-15.68
Primates	Lemuridae	Eulemur	fulvus	Eulemur fulvus	2376.99	469.62	0.05	0.00875	221	25656.44	-13.29
Primates	Lemuridae	Lemur	catta	Lemur catta	2626.48	425	0.05	0.14	215	61778.7	-20.49
Primates	Cercopithecidae	Piliocolobus	rufomitratus	Piliocolobus rufomitratus	8030.75	560	0.05	-999	186.44	26952.75	-1.55
Diprotodontia	Vombatidae	Lasiorhinus	krefftii	Lasiorhinus krefftii	31849.99	1002.48	0.05	0.05	21.99	28559.17	-22.15
Primates	Cebidae	Callithrix	kuhlii	Callithrix kuhlii	374.99	-999	0.06	-999	59	34583.88	-14.4
Primates	Cebidae	Saguinus	oedipus	Saguinus oedipus	462.04	239.99	0.06	0.17	45.52	51020.84	11.02
Primates	Galagidae	Otolemur	crassicaudatus	Otolemur crassicaudatus	1206.61	307	0.06	0.07	87.99	4121059.44	1.05
Primates	Daubentoniidae	Daubentonia	madagascariensis	Daubentonia madagascariensis	2731.37	400	0.06	0.11	39.79	141979.73	-12.38
Primates	Indriidae	Propithecus	tattersalli	Propithecus tattersalli	3531.39	475	0.06	-999	65	563.17	-12.93
Primates	Cercopithecidae	Cercopithecus	neglectus	Cercopithecus neglectus	5324.52	510	0.06	0.08	29.03	2963266.5	8.48
Artiodactyla	Bovidae	Cephalophus	natalensis	Cephalophus natalensis	12724.51	786.14	0.06	0.09	6.92	1208751.28	-7.38
Rodentia	Castoridae	Castor	canadensis	Castor canadensis	18124.41	754.74	0.06	0.05	0.6	15377760.47	69.71
Carnivora	Mustelidae	Mustela	nivalis	Mustela nivalis	78.45	188.18	0.07	0.08	12.89	43656881.02	77.73
Peramelemorphia	Peramelidae	Perameles	bougainville	Perameles bougainville	230.8	300	0.07	0.07	34	89.5	-24.76
Dermoptera	Cynocephalidae	Cynocephalus	volans	Cynocephalus volans	1250	379.43	0.07	0.07	-999	120788.3	12.58
Monotremata	Ornithorhynchidae	Ornithorhynchus	anatinus	Ornithorhynchus anatinus	1484.25	419.18	0.07	0.07	-999	547828.42	-16.29
Primates	Cercopithecidae	Presbytis	femoralis	Presbytis femoralis	7026.91	515	0.07	0.13	-999	154945.76	12.12
Artiodactyla	Bovidae	Cephalophus	ogilbyi	Cephalophus ogilbyi	18386.42	1000	0.07	0.08	-999	231511.16	7.15
Artiodactyla	Bovidae	Redunca	fulvorufula	Redunca fulvorufula	29352.66	1230	0.07	-999	7.77	1134766.5	9.55
Rodentia	Caviidae	Hydrochoerus	hydrochaeris	Hydrochoerus hydrochaeris	48144.91	1208.39	0.07	0.1	125.34	12726191.09	10.4
Primates	Galagidae	Galago	senegalensis	Galago senegalensis	215.2	160	0.08	0.11	89.77	8867497.32	17.84
Primates	Cebidae	Callithrix	aurita	Callithrix aurita	386.2	239.99	0.08	-999	-999	87653.49	-21.66
Erinaceomorpha	Erinaceidae	Erinaceus	europaeus	Erinaceus europaeus	777.95	237.17	0.08	0.07	123	3201699.12	69.9
Primates	Cercopithecidae	Trachypithecus	johnii	Trachypithecus johnii	10595.08	553.17	0.08	-999	71	15101.08	12.16
Diprotodontia	Vombatidae	Vombatus	ursinus	Vombatus ursinus	26000	986.78	0.08	0.07	25.92	308388.6	-28.47
Rodentia	Gliridae	Graphiurus	ocularis	Graphiurus ocularis	68.8	-999	0.09	0.09	-999	594310.76	-26.27
Diprotodontia	Petauridae	Dactylopsila	trivirgata	Dactylopsila trivirgata	413.41	254.55	0.09	0.08	4	583261.22	-0.007690179
Rodentia	Sciuridae	Xerus	erythropus	Xerus erythropus	602.23	312.04	0.09	0.09	-999	7830117.89	28.52
Diprotodontia	Macropodidae	Petrogale	assimilis	Petrogale assimilis	4618.88	-999	0.09	0.08	76.64	209697.55	-18.62
Primates	Cercopithecidae	Presbytis	thomasi	Presbytis thomasi	6689.99	-999	0.09	0.15	27	49763.07	5.65
Primates	Cebidae	Callithrix	humeralifera	Callithrix humeralifera	374.99	-999	0.1	0.13	28.32	129628	-2.27
Primates	Cebidae	Saimiri	oerstedii	Saimiri oerstedii	714.18	282.22	0.1	-999	128.8	6892.87	9.52
Carnivora	Mephitidae	Conepatus	humboldtii	Conepatus humboldtii	1097.61	353.19	0.1	0.11	-999	709172.73	-38.29
Primates	Cercopithecidae	Cercopithecus	mitis	Cercopithecus mitis	5041.29	575	0.1	0.16	70.39	2341818.13	12
Diprotodontia	Macropodidae	Thylogale	thetis	Thylogale thetis	5399.95	-999	0.1	0.1	359.99	156196.97	-24.7
Primates	Atelidae	Alouatta	seniculus	Alouatta seniculus	6398.31	560.21	0.1	0.16	44.49	2516845.21	12.2
Primates	Cercopithecidae	Simias	concolor	Simias concolor	7393.9	499.99	0.1	0.13	10.9	6044.85	-0.91
Rodentia	Erethizontidae	Erethizon	dorsatum	Erethizon dorsatum	7419.46	837.5	0.1	0.11	3.49	11016215.61	70.83
Carnivora	Mustelidae	Mustela	erminea	Mustela erminea	284.5	215.65	0.11	0.11	6.25	39718064.94	83.62
Primates	Lorisidae	Perodicticus	potto	Perodicticus potto	1081.81	320	0.11	0.12	8.47	4965957.99	14.74
Primates	Pitheciidae	Callicebus	torquatus	Callicebus torquatus	1209.57	294.99	0.11	0.14	10.2	-999	-999
Diprotodontia	Macropodidae	Wallabia	bicolor	Wallabia bicolor	14999.95	-999	0.11	0.11	32	872414.78	-10.69
Artiodactyla	Bovidae	Capricornis	crispus	Capricornis crispus	43030.64	-999	0.11	0.11	1.98	113318.46	41.54
Peramelemorphia	Peramelidae	Isoodon	auratus	Isoodon auratus	425	354.99	0.12	0.14	173.2	61802.53	-14.22
Primates	Galagidae	Otolemur	garnettii	Otolemur garnettii	811.17	-999	0.12	0.13	38	781284.4	2.51
Rodentia	Hystricidae	Atherurus	africanus	Atherurus africanus	2875.65	430.99	0.12	0.1	-999	5140711.56	12.42
Primates	Hylobatidae	Hylobates	moloch	Hylobates moloch	5860.81	675.6	0.12	0.17	6.18	20157.87	-6.49
Primates	Cercopithecidae	Presbytis	melalophos	Presbytis melalophos	6439.12	504.99	0.12	-999	59.34	130402.58	-0.73
Primates	Cercopithecidae	Presbytis	potenziani	Presbytis potenziani	6449.53	510	0.12	0.21	14.8	6044.85	-0.91
Primates	Cercopithecidae	Trachypithecus	cristatus	Trachypithecus cristatus	7176.81	-999	0.12	-999	36.63	827350.53	7.03
Primates	Indriidae	Indri	indri	Indri indri	8565.48	734.99	0.12	0.17	10.62	39504.84	-14.65
Artiodactyla	Cervidae	Muntiacus	reevesi	Muntiacus reevesi	13499.94	-999	0.12	0.11	0.67	1767640.73	34.11
Diprotodontia	Macropodidae	Macropus	rufogriseus	Macropus rufogriseus	16850	-999	0.12	0.13	46.47	643869.03	-21.97
Artiodactyla	Camelidae	Vicugna	vicugna	Vicugna vicugna	47499.61	1575	0.12	0.13	3.1	817999.23	-7.13
Rodentia	Sciuridae	Sciurus	lis	Sciurus lis	264.3	-999	0.13	0.12	-999	283013.81	41.54
Rodentia	Sciuridae	Spermophilus	franklinii	Spermophilus franklinii	457.64	245.61	0.13	0.12	442.88	1657927.29	55.48
Primates	Lemuridae	Eulemur	rubriventer	Eulemur rubriventer	2015.4	404.72	0.13	-999	30	56908.42	-13.8
Primates	Cercopithecidae	Presbytis	comata	Presbytis comata	6550.07	510	0.13	0.23	25.68	42000.55	-5.87
Artiodactyla	Moschidae	Moschus	berezovskii	Moschus berezovskii	12477.41	899.99	0.13	-999	-999	2263301.83	35.95
Artiodactyla	Moschidae	Moschus	moschiferus	Moschus moschiferus	13315.57	899.99	0.13	0.45	-999	8554234.6	72.5
Artiodactyla	Moschidae	Moschus	chrysogaster	Moschus chrysogaster	13697.9	899.99	0.13	-999	-999	1480747.1	40.61
Artiodactyla	Moschidae	Moschus	fuscus	Moschus fuscus	13697.9	899.99	0.13	-999	-999	121178.76	30.59
Lagomorpha	Leporidae	Bunolagus	monticularis	Bunolagus monticularis	1750.01	430	0.14	0.15	-999	37052.01	-30.69
Rodentia	Erethizontidae	Coendou	prehensilis	Coendou prehensilis	4116.2	467.6	0.14	0.13	35.69	10034056.62	11.46
Primates	Hylobatidae	Hylobates	klossii	Hylobates klossii	5822.29	512.79	0.14	0.21	16.62	6044.85	-0.91
Primates	Cercopithecidae	Colobus	polykomos	Colobus polykomos	8797.29	625	0.14	-999	23.5	526083.9	13.78
Artiodactyla	Suidae	Sus	salvanius	Sus salvanius	7974.13	599.66	0.15	-999	-999	25728.78	27.06
Primates	Cebidae	Saguinus	geoffroyi	Saguinus geoffroyi	492.5	-999	0.16	-999	5.13	76159.09	9.63
Primates	Cercopithecidae	Cercopithecus	ascanius	Cercopithecus ascanius	3540.24	444.99	0.16	0.26	105.79	3012180.23	6.79
Primates	Hylobatidae	Bunopithecus	hoolock	Bunopithecus hoolock	6699	547.49	0.16	0.23	7	267771.52	27.8
Carnivora	Mustelidae	Mustela	lutreola	Mustela lutreola	566.44	360.77	0.17	0.21	0.07	3568955.39	66.41
Carnivora	Eupleridae	Galidia	elegans	Galidia elegans	810	351.07	0.17	0.2	15.85	120561.29	-12.33
Didelphimorphia	Didelphidae	Didelphis	marsupialis	Didelphis marsupialis	1134.75	402.7	0.17	0.14	70.5	7324303.06	23.89
Primates	Cercopithecidae	Procolobus	verus	Procolobus verus	3977.86	459.99	0.17	-999	18.6	130901.22	9.53
Primates	Cercopithecidae	Trachypithecus	phayrei	Trachypithecus phayrei	7681.72	-999	0.17	0.3	0.6	1313008.67	26.62
Artiodactyla	Cervidae	Pudu	puda	Pudu puda	9642.62	-999	0.17	0.15	-999	223036.92	-34.84
Primates	Cercopithecidae	Colobus	guereza	Colobus guereza	9925.88	625	0.17	-999	99.2	3994317.48	14.41
Primates	Galagidae	Galago	alleni	Galago alleni	266.03	200	0.18	0.2	16.47	1953.16	3.78
Primates	Cercopithecidae	Trachypithecus	obscurus	Trachypithecus obscurus	7247.88	549.99	0.18	-999	57	209688.4	12.38
Primates	Cebidae	Saguinus	labiatus	Saguinus labiatus	508.46	-999	0.19	0.32	14.08	253794.53	-1.74
Primates	Hylobatidae	Hylobates	agilis	Hylobates agilis	5829.08	544	0.19	0.27	11.73	140009.66	6.27
Primates	Atelidae	Alouatta	palliata	Alouatta palliata	6576.99	576.35	0.19	0.31	58.99	559554.92	18.71
Primates	Cebidae	Saguinus	fuscicollis	Saguinus fuscicollis	393.99	-999	0.2	0.33	19.49	1978748.26	3.18
Primates	Cercopithecidae	Presbytis	hosei	Presbytis hosei	6277.78	-999	0.2	0.35	4.42	196668.5	7.03
Artiodactyla	Tragulidae	Hyemoschus	aquaticus	Hyemoschus aquaticus	10850	750	0.2	0.19	15.85	2571576.3	8.56
Carnivora	Mustelidae	Mustela	frenata	Mustela frenata	190.03	229.31	0.21	0.22	0.76	12290918.8	56.14
Carnivora	Herpestidae	Helogale	parvula	Helogale parvula	281.83	201.59	0.21	0.28	-999	6944753.53	14.25
Primates	Cebidae	Saguinus	mystax	Saguinus mystax	555.87	-999	0.21	-999	30.98	557860.63	-2.65
Primates	Lemuridae	Hapalemur	aureus	Hapalemur aureus	1562.41	305.08	0.21	0.36	-999	9313.01	-20.72
Primates	Indriidae	Propithecus	diadema	Propithecus diadema	6568.99	501.74	0.21	0.35	5.65	39817.06	-14.26
Primates	Cebidae	Callithrix	flaviceps	Callithrix flaviceps	372.97	239.99	0.22	-999	11.85	27330.89	-20.39
Primates	Cebidae	Saguinus	imperator	Saguinus imperator	407.91	-999	0.22	0.3	18.39	191381.63	-6.83
Carnivora	Herpestidae	Herpestes	javanicus	Herpestes javanicus	750	280.02	0.22	0.26	39.59	6880297.87	37.37
Carnivora	Procyonidae	Potos	flavus	Potos flavus	2441.81	509.54	0.22	0.21	34.21	12770952.51	23.72
Pilosa	Myrmecophagidae	Tamandua	mexicana	Tamandua mexicana	4178.51	-999	0.22	0.25	4.84	1290178.01	22.77
Primates	Hylobatidae	Symphalangus	syndactylus	Symphalangus syndactylus	10839	824.99	0.22	0.32	4.99	113063.05	5.65
Primates	Cercopithecidae	Trachypithecus	pileatus	Trachypithecus pileatus	11219.93	575	0.22	0.37	81.49	453900.78	28.44
Primates	Hylobatidae	Hylobates	pileatus	Hylobates pileatus	5542.37	542.49	0.23	0.33	23.7	140831.03	15.35
Diprotodontia	Macropodidae	Dendrolagus	matschiei	Dendrolagus matschiei	8293.4	537.81	0.23	0.18	-999	10844.37	-5.45
Dasyuromorphia	Myrmecobiidae	Myrmecobius	fasciatus	Myrmecobius fasciatus	511.44	230	0.24	0.35	5.3	7560.06	-32.96
Primates	Cebidae	Leontopithecus	chrysomelas	Leontopithecus chrysomelas	572.8	-999	0.24	-999	8.76	33921.69	-13.99
Primates	Cercopithecidae	Cercopithecus	cephus	Cercopithecus cephus	3444.88	520	0.24	0.35	21.04	898367.43	5.2
Primates	Cebidae	Saguinus	nigricollis	Saguinus nigricollis	450	-999	0.25	0.4	13.33	63703.04	-1.83
Primates	Cebidae	Leontopithecus	rosalia	Leontopithecus rosalia	592.52	260.22	0.26	0.37	4.07	22874.24	-21.2
Primates	Hylobatidae	Hylobates	muelleri	Hylobates muelleri	5909.81	545	0.26	0.38	10.2	511224.13	6.45
Carnivora	Mephitidae	Conepatus	semistriatus	Conepatus semistriatus	1997.34	-999	0.27	0.25	9.52	2032658.27	21.6
Artiodactyla	Bovidae	Cephalophus	dorsalis	Cephalophus dorsalis	20000	849.99	0.27	0.26	-999	2874503.05	9.35
Carnivora	Mephitidae	Spilogale	putorius	Spilogale putorius	566.49	299.49	0.29	0.31	4.7	2957350.08	49.34
Diprotodontia	Potoroidae	Potorous	longipes	Potorous longipes	1835.06	359.99	0.29	0.27	40	7279.9	-36.42
Primates	Cercopithecidae	Colobus	vellerosus	Colobus vellerosus	7700.18	635	0.29	-999	-999	502614.85	10.15
Primates	Atelidae	Alouatta	pigra	Alouatta pigra	7172.06	566.94	0.3	0.46	8.53	91384.8	21.6
Lagomorpha	Leporidae	Lepus	europaeus	Lepus europaeus	3816.43	526	0.31	0.44	-999	10436747.61	65.01
Primates	Cebidae	Callimico	goeldii	Callimico goeldii	558	280	0.32	0.45	2.08	462922.05	0.97
Primates	Hylobatidae	Hylobates	lar	Hylobates lar	5578.61	545	0.32	0.46	6.6	425651.78	25.5
Artiodactyla	Bovidae	Cephalophus	callipygus	Cephalophus callipygus	19079.23	1014.28	0.32	0.3	-999	788397.64	5.23
Dasyuromorphia	Dasyuridae	Dasyurus	viverrinus	Dasyurus viverrinus	1101.49	333.38	0.33	0.36	19	66496.29	-39.58
Diprotodontia	Macropodidae	Onychogalea	fraenata	Onychogalea fraenata	4952.05	525	0.33	0.31	20	14215.63	-23.29
Primates	Cercopithecidae	Lophocebus	aterrimus	Lophocebus aterrimus	6510.37	510	0.34	0.57	-999	535514.76	1.99
Primates	Cebidae	Cebus	capucinus	Cebus capucinus	3005.99	377.82	0.35	0.63	27.27	431037.87	16.02
Diprotodontia	Petauridae	Petaurus	australis	Petaurus australis	567.15	-999	0.36	0.33	14	346584.36	-16.74
Primates	Cercopithecidae	Piliocolobus	preussi	Piliocolobus preussi	8865.71	579.65	0.39	-999	-999	62033.7	6.79
Carnivora	Herpestidae	Herpestes	naso	Herpestes naso	3002.08	552.74	0.4	0.38	-999	2499072.82	6.48
Primates	Cercopithecidae	Macaca	sinica	Macaca sinica	4655.99	480	0.4	-999	30	66626.48	9.83
Diprotodontia	Potoroidae	Bettongia	gaimardi	Bettongia gaimardi	1667.55	330.01	0.41	0.41	19	27971.29	-40.74
Lagomorpha	Leporidae	Lepus	capensis	Lepus capensis	2047.11	426.03	0.41	0.38	14.75	21956899.35	37.34
Diprotodontia	Macropodidae	Macropus	giganteus	Macropus giganteus	33409.89	876.16	0.41	4.49	41.95	2210263.58	-14.16
Carnivora	Canidae	Urocyon	littoralis	Urocyon littoralis	1923	471.23	0.42	0.45	7	511.92	34.08
Primates	Cercopithecidae	Piliocolobus	kirkii	Piliocolobus kirkii	7158.29	574.45	0.42	-999	-999	1573.03	-5.71
Primates	Cercopithecidae	Piliocolobus	badius	Piliocolobus badius	8430.4	574.45	0.42	0.71	130.65	590235.33	15.04
Artiodactyla	Bovidae	Raphicerus	campestris	Raphicerus campestris	11661.53	824.99	0.43	0.45	1.27	4930075.62	1.61
Monotremata	Tachyglossidae	Tachyglossus	aculeatus	Tachyglossus aculeatus	4499.97	375	0.44	0.62	-999	7829490.16	-0.89
Primates	Cercopithecidae	Colobus	satanas	Colobus satanas	9055.32	629.68	0.44	-999	26.57	353215.29	5.15
Primates	Cercopithecidae	Macaca	fascicularis	Macaca fascicularis	4569.32	515	0.46	-999	49.99	2197587.41	18.65
Carnivora	Herpestidae	Ichneumia	albicauda	Ichneumia albicauda	3628.4	571.69	0.5	0.64	3.7	14326821.09	26.38
Primates	Cercopithecidae	Presbytis	rubicunda	Presbytis rubicunda	6348.53	499.99	0.5	0.85	19.27	674127.71	7.03
Diprotodontia	Macropodidae	Macropus	antilopinus	Macropus antilopinus	27250.1	-999	0.5	0.46	21.21	515289.06	-11.11
Primates	Cercopithecidae	Cercocebus	galeritus	Cercocebus galeritus	7077.66	510	0.51	-999	70.11	20246.09	-0.92
Artiodactyla	Cervidae	Capreolus	capreolus	Capreolus capreolus	22502.01	-999	0.52	0.49	7.61	6777177.58	67.62
Artiodactyla	Cervidae	Axis	porcinus	Axis porcinus	37448.29	-999	0.52	-999	16.5	2017514.05	32.58
Carnivora	Mustelidae	Mustela	putorius	Mustela putorius	975.55	358.92	0.53	0.54	0.83	7565541.29	65.74
Primates	Cebidae	Cebus	albifrons	Cebus albifrons	2509.68	384.28	0.53	0.15	16.79	3105886.13	11.56
Carnivora	Nandiniidae	Nandinia	binotata	Nandinia binotata	2167.2	498.51	0.55	0.65	4.99	5977079.52	13.95
Lagomorpha	Leporidae	Lepus	californicus	Lepus californicus	2422.48	480	0.56	0.8	12	4402904.48	47.97
Didelphimorphia	Didelphidae	Didelphis	virginiana	Didelphis virginiana	2442.08	-999	0.58	0.51	18.08	5696037.14	45.32
Primates	Lemuridae	Prolemur	simus	Prolemur simus	2030.41	370	0.62	-999	-999	4564.82	-20.65
Artiodactyla	Bovidae	Antilope	cervicapra	Antilope cervicapra	36301.1	1250	0.62	-999	4.25	1248646.6	29.43
Artiodactyla	Bovidae	Capra	pyrenaica	Capra pyrenaica	60898.77	1200	0.64	0.51	-999	110472.5	42.03
Cingulata	Dasypodidae	Euphractus	sexcinctus	Euphractus sexcinctus	4731.16	446.66	0.65	0.93	1.77	6270416	3.05
Carnivora	Herpestidae	Galerella	sanguinea	Galerella sanguinea	543.83	329.01	0.66	0.79	1.32	16368169.48	18.8
Artiodactyla	Cervidae	Axis	axis	Axis axis	69499.99	-999	0.67	2.67	6.69	2041090.04	28.58
Primates	Cebidae	Saimiri	sciureus	Saimiri sciureus	749.47	322	0.68	0.65	36.09	3166418.25	7.61
Rodentia	Caviidae	Dolichotis	patagonum	Dolichotis patagonum	8000	663.84	0.69	0.83	-999	824849.06	-27.06
Macroscelidea	Macroscelididae	Macroscelides	proboscideus	Macroscelides proboscideus	38.64	112.96	0.7	1	-999	983287.39	-17.64
Carnivora	Ursidae	Ursus	thibetanus	Ursus thibetanus	99714.19	1505.7	0.7	0.83	-999	5348705.49	50.5
Diprotodontia	Macropodidae	Macropus	dorsalis	Macropus dorsalis	11249.96	-999	0.71	0.66	110	657068.02	-18.07
Artiodactyla	Cervidae	Dama	dama	Dama dama	57224.61	-999	0.71	0.61	21.99	3081759.24	60.52
Artiodactyla	Hippopotamidae	Hexaprotodon	liberiensis	Hexaprotodon liberiensis	235001.16	1600	0.72	-999	-999	35806.59	12.29
Primates	Atelidae	Ateles	geoffroyi	Ateles geoffroyi	7582.4	433.07	0.73	1.07	19.06	806609.19	24.09
Carnivora	Procyonidae	Bassariscus	astutus	Bassariscus astutus	1010.37	338.98	0.74	0.78	3.58	3916072.44	43.65
Rodentia	Hystricidae	Hystrix	cristata	Hystrix cristata	13406.27	-999	0.74	0.58	-999	16282509.88	44.69
Carnivora	Eupleridae	Fossa	fossana	Fossa fossana	1853.98	456.88	0.75	0.9	3.41	106522.05	-12.41
Carnivora	Eupleridae	Cryptoprocta	ferox	Cryptoprocta ferox	9500	726.04	0.75	0.9	0.88	214312.12	-12.31
Carnivora	Procyonidae	Nasua	narica	Nasua narica	4578.43	549.58	0.78	0.83	6.07	2329129.95	35.33
Carnivora	Procyonidae	Nasua	nasua	Nasua nasua	3775.5	527.63	0.79	0.95	15.42	10694990.22	9.38
Primates	Cercopithecidae	Miopithecus	talapoin	Miopithecus talapoin	1248.86	354.99	0.8	1.2	42.07	258766.21	-3
Primates	Cebidae	Leontopithecus	chrysopygus	Leontopithecus chrysopygus	656.12	-999	0.83	1.17	-999	50004.81	-20.39
Carnivora	Mustelidae	Mustela	nigripes	Mustela nigripes	907.1	395.94	0.83	1	2	-999	-999
