id	idpaper	fam	sp	spcode	marker	nloci	lifeform	dispersal	dispcode 	anacron	pollinator	pollicode	distgeo	habitat	npop	nind	meanIndiPop	diverhaplot	divernucleot	FST	AllelesLocus	Porcpoliloci 	AllelicRichness	Ho	He	FIS 	shannon_Hpop	Shanno_Hsp	mantel	coalesc_param	fp	fm	phi_FT	tm	ts	tm-ts	rp	rs	nb	Sp	Fij	distpollen	distgeneflow	Nep	Moranspatialfirstclass	bslope	rt
384	216	Sapotaceae	Chrysophyllum sanguinolentum	CHSANG	isoz	3	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	1	54.0	54.0	NA	NA	NA	NA	NA	NA	NA	NA	-0.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0080	0.0410	413.0	NA	NA	NA	NA	NA
384	216	Sapotaceae	Chrysophyllum sanguinolentum	CHSANG	RAPD	3	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	1	54.0	54.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.0000	0.0140	0.0320	NA	311.0	NA	NA	NA	NA
384	216	Sapotaceae	Chrysophyllum sanguinolentum	CHSANG	AFLP	3	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	1	54.0	54.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.0000	0.0150	0.0320	NA	241.0	NA	NA	NA	NA
424	162	Sapotaceae	Manilkara huberi	MAHUBE	ssrnuc	7	Tree	mammals	ma	mi	small bees	sbe	wide	rainforest	1	1291.0	1291.0	NA	NA	NA	20.570	NA	NA	0.666	0.840	0.222	NA	NA	NA	NA	0.2400	NA	0.1450	0.9950	0.7180	0.2770	0.1690	0.1970	NA	NA	0.0420	47.0	NA	5.9000	NA	NA	NA
222	167	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	5	Tree	birds	bi	n	small bees	sbe	wide	rainforest	14	478.0	34.1	NA	NA	0.250	13.600	NA	5.380	0.515	0.730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	309	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	5	Tree	birds	bi	n	small bees	sbe	wide	rainforest	9	243.0	29867.0	NA	NA	0.160	5.289	NA	2.914	0.504	0.560	0.117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	95	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	13	Tree	birds	bi	n	small bees	sbe	wide	rainforest	1	300.0	300.0	NA	NA	NA	8.000	NA	3.086	0.515	0.560	0.134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6350	NA	NA
411	95	Simaroubaceae	Simarouba amara	SIAMAR	AFLP	13	Tree	birds	bi	n	small bees	sbe	wide	rainforest	1	300.0	300.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	53	Simaroubaceae	Simarouba amara	SIAMAR	ssrnuc	13	Tree	birds	bi	n	small bees	sbe	wide	rainforest	1	916.0	916.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	345.0	392.0	NA	NA	NA	NA
143	310	Solanaceae	Cestrum miradorense 	CEMIRA	isoz	15	Shrub	birds	bi	n	butterflies	but	wide	rainforest	8	696.0	87.0	NA	NA	0.060	NA	99.600	NA	0.707	0.445	-0.578	NA	NA	-0.3075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	236	Solanaceae	Petunia altiplana	PEALTI	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	Grasslands	16	99.0	6.2	0.80990	0.00160	0.720	NA	NA	NA	NA	NA	NA	NA	NA	0.6327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75	238	Solanaceae	Petunia axillaris	PEAXIL	chlorop	3	Herb	autochory	au	n	birds	bi	restric	Grasslands	11	69.0	6.3	0.78400	0.00110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76	236	Solanaceae	Petunia bonjardinensis	PEBONJ	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	rockyfields	12	60.0	5.0	0.82200	0.00150	0.770	NA	NA	NA	NA	NA	NA	NA	NA	0.5277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
77	238	Solanaceae	Petunia exserta	PEEXSE	chlorop	3	Herb	autochory	au	n	moth	moth	restric	Grasslands	9	52.0	5.8	0.60900	0.00040	0.880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78	236	Solanaceae	Petunia guarapuavensis	PEGUAR	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	Grasslands	10	45.0	4.5	0.74750	0.00160	0.960	NA	NA	NA	NA	NA	NA	NA	NA	0.4877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
79	236	Solanaceae	Petunia mantiqueirensis	PEMANT	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	Grasslands	5	21.0	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	236	Solanaceae	Petunia reitzii	PEREIT	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	Grasslands	5	22.0	4.4	0.41560	0.00080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
81	236	Solanaceae	Petunia saxicola	PESAXI	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	rockyfields	1	24.0	24.0	0.34420	0.00060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
82	236	Solanaceae	Petunia scheideana	PESCHE	chlorop	2	Herb	autochory	au	n	large bees	lbe	restric	Grasslands	2	13.0	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	137	Solanaceae	Solanum lycocarpum	SOLYCO	ssrnuc	11	Shrub	mammals	ma	mi	large bees	lbe	wide	savanna	4	224.0	56.0	NA	NA	NA	3.900	NA	2.320	0.302	0.331	0.125	NA	NA	NA	NA	NA	NA	NA	0.9780	0.9440	0.0335	0.0925	NA	NA	NA	NA	NA	NA	10.8450	NA	NA	0.0805
336	137	Solanaceae	Solanum lycocarpum	SOLYCO	ssrcp	11	Shrub	mammals	ma	mi	large bees	lbe	wide	savanna	4	224.0	56.0	0.94700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	282	Solanaceae	Solanum pimpinellifolium 	SOPIMP	nucl	1	Herb	mixed	mix	n	large bees	lbe	wide	sdtf	16	129.0	8.1	0.84100	0.00640	0.470	NA	NA	NA	NA	NA	0.780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	221	Staphyleaceae	Turpinia occidentalis	TUOCCI	isoz	9	Tree	mammals	ma	n	small bees	sbe	wide	sdtf	1	172.0	172.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0060	1.0710	-0.0650	NA	NA	NA	NA	NA	130.0	NA	NA	NA	NA	NA
237	311	Velloziaceae	Vellozia compacta	VEPARVI	ISSR	8	Shrub	wind	wi	n	large bees	lbe	restric	rockyfields	10	196.0	19.6	NA	NA	0.560	NA	95.000	NA	NA	0.250	NA	0.1800	0.3900	0.0610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	101	Velloziaceae	Vellozia epidendroides	VEEPID	isoz	5	Shrub	wind	wi	n	large bees	lbe	restric	rockyfields	5	106.0	21.2	NA	NA	0.100	2.240	96.000	NA	0.314	0.404	0.202	NA	NA	-0.2900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
239	101	Velloziaceae	Vellozia leptopetala	VELEPT	isoz	5	Shrub	wind	wi	n	large bees	lbe	restric	rockyfields	5	139.0	27.8	NA	NA	0.030	1.600	60.000	NA	0.129	0.225	0.412	NA	NA	-0.3500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	46	Verbenaceae	Lippia origanoides 	LIORIG	ISSR	5	Shrub	birds	bi	n	small bees	sbe	restric	andes	2	111.0	55.5	NA	NA	0.030	NA	86.210	NA	NA	0.484	NA	NA	NA	0.0740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
219	25	Vochysiaceae	Qualea parviflora	QUPARV	RAPD	5	Tree	wind	wi	n	large bees	lbe	wide	savanna	3	30.0	10.0	NA	NA	0.160	NA	59.420	NA	NA	NA	NA	NA	NA	0.0190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	205	Zygophyllaceae	Guaiacum sanctum	GUSANC	isoz	9	Tree	birds	bi	n	large bees	lbe	wide	sdtf	1	884.0	884.0	NA	NA	NA	2.710	NA	2.000	0.233	0.302	NA	NA	NA	NA	NA	0.2350	NA	NA	NA	NA	NA	NA	NA	NA	0.0035	0.0062	NA	NA	NA	NA	-0.0035	NA
NA	21	Zygophyllaceae	Guaiacum sanctum	GUSANC	isoz	13	Tree	birds	bi	n	large bees	lbe	wide	sdtf	2	67.0	33.5	NA	NA	NA	NA	NA	2.000	NA	0.446	NA	NA	NA	NA	NA	NA	NA	NA	0.8330	0.7330	0.1000	0.6470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
